"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"5469",107330903,"female","january",1955,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",2,"april",1978,15,"not applicable","semi,unskilled manual workers","skilled manual","personal service workers","skilled manual","skilled manual worke","skilled manual","Wave 11",2,1,NA,NA,NA,NA,54
"5470",107333104,"female","february",1956,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",4,"july",1976,15,"not applicable","semi,unskilled manual workers","partly skilled occ","skilled manual workers","skilled manual","skilled manual worke","skilled manual","Wave 11",4,NA,1,NA,NA,NA,53
"5471",107333678,"female","april",1964,"scotland new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,45
"5472",107334488,"female","april",1953,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",2,"february",1981,15,"not applicable","semi,unskilled manual workers","partly skilled occ","missing","missing or wild","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,56
"5473",107335328,"female","february",1946,"scotland new sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","sml props w/o employees","skilled non-manual","personal service wor","skilled non-manual","No children",0,NA,NA,NA,NA,NA,63
"5474",107337568,"female","august",1940,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"april",1965,17,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","missing or wild","missing or wild","Wave 11",2,NA,NA,NA,NA,NA,69
"5475",107341654,"female","december",1936,"scotland new sample",-8,"white","don't know","inapplicable","yes",4,"april",1957,15,"not applicable","not applicable","inapplicable","service class,lower grade","managerial & technical occ","personal service wor","skilled non-manual","Wave 11",4,NA,NA,NA,NA,NA,73
"5476",107344955,"female","march",1936,"scotland new sample",-8,"white","inapplicable","mother not work","yes",3,"november",1960,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Wave 11",3,1,1,NA,2,NA,73
"5477",107346338,"female","december",1946,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"july",1983,15,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","service class,lower","managerial & technic","Wave 11",2,NA,NA,NA,NA,NA,63
"5478",107347164,"female","april",1948,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",2,"january",1969,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","unskilled occ","semi,unskilled manua","partly skilled occ","Wave 11",2,NA,NA,NA,NA,NA,61
"5479",107348004,"female","june",1949,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"july",1975,16,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Wave 11",2,1,NA,NA,NA,NA,60
"5480",107349922,"female","june",1948,"scotland new sample",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,16,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,61
"5481",107361175,"female","october",1957,"scotland new sample",-8,"white","inapplicable","inapplicable","no",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","unskilled occ","semi,unskilled manual workers","unskilled occ","routine non-manual e","skilled non-manual","Wave 11",1,NA,NA,NA,NA,NA,52
"5482",107366444,"female","november",1948,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",3,"january",1974,15,"not applicable","semi,unskilled manual workers","partly skilled occ","missing","missing or wild","personal service wor","skilled non-manual","Wave 11",3,NA,1,NA,NA,NA,61
"5483",107368935,"female","april",1964,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",2,"october",1979,16,"not applicable","sml props w employees","skilled non-manual","foreman,technicians","skilled manual","semi,unskilled manua","unskilled occ","Wave 11",2,NA,NA,NA,NA,NA,45
"5484",110878078,"female","november",1950,"original sample",-8,"white","inapplicable","mother not work","yes",2,"january",1977,15,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","semi,unskilled manua","skilled manual","Time-invariant",2,NA,NA,NA,NA,NA,59
"5485",111074045,"female","june",1957,"original sample",-8,"white","inapplicable","inapplicable","yes",3,"july",1980,18,"not applicable","routine non-manual employees","skilled non-manual","personal service workers","partly skilled occ","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,52
"5486",111316839,"female","february",1939,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,70
"5487",111320119,"female","january",1964,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,45
"5488",111486629,"female","june",1941,"original sample",-8,"white","father not live","inapplicable","yes",3,"january",1962,17,"not applicable","not applicable","inapplicable","skilled manual workers","skilled manual","service class,lower","managerial & technic","Time-invariant",3,NA,NA,NA,NA,NA,68
"5489",111644348,"female","december",1958,"original sample",-8,"white","inapplicable","mother not work","yes",3,"august",1979,15,"not applicable","sml props w employees","skilled manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,51
"5490",111746213,"female","january",1961,"original sample",-8,"white","inapplicable","mother not work","yes",2,"june",1983,16,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,48
"5491",111907918,"female","june",1963,"original sample",-8,"white","inapplicable","inapplicable","yes",1,"december",1990,16,"not applicable","routine non-manual employees","skilled non-manual","sml props w employees","skilled manual","skilled manual worke","partly skilled occ","Time-invariant",1,NA,NA,NA,NA,NA,46
"5492",112098371,"female","october",1959,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"june",1985,16,"not applicable","sml props w employees","skilled manual","routine non-manual employees","skilled non-manual","service class,lower","managerial & technic","Time-invariant",2,NA,NA,NA,NA,NA,50
"5493",112266878,"female","january",1952,"original sample",6,"white","inapplicable","mother deceased","yes",4,"october",1969,14,"not applicable","missing","missing or wild","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",4,NA,NA,NA,NA,NA,57
"5494",112313388,"female","april",1959,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"august",1982,16,"not applicable","service class,higher grade","managerial & technical occ","personal service workers","skilled non-manual","semi,unskilled manua","unskilled occ","Time-invariant",2,NA,NA,NA,NA,NA,50
"5495",112333974,"female","june",1951,"original sample",-8,"white","inapplicable","inapplicable","yes",4,"april",1975,15,"not applicable","skilled manual workers","skilled manual","service class,higher grade","managerial & technical occ","routine non-manual e","skilled non-manual","Time-invariant",4,NA,NA,NA,NA,NA,58
"5496",112424368,"female","may",1961,"original sample",-8,"white","inapplicable","inapplicable","yes",1,"february",1982,16,"not applicable","routine non-manual employees","skilled non-manual","semi,unskilled manual workers","partly skilled occ","skilled manual worke","skilled manual","Time-invariant",1,NA,NA,NA,NA,NA,48
"5497",112475779,"female","february",1960,"original sample",-8,"white","inapplicable","inapplicable","yes",1,"march",1991,16,"not applicable","sml props w/o employees","managerial & technical occ","routine non-manual employees","skilled non-manual","routine non-manual e","skilled non-manual","Time-invariant",1,NA,NA,NA,NA,NA,49
"5498",112617603,"female","january",1951,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,58
"5499",112699294,"female","march",1952,"original sample",-8,"white","inapplicable","inapplicable","yes",4,"july",1969,16,"not applicable","farmers,smallholders","managerial & technical occ","personal service workers","skilled non-manual","service class,lower","managerial & technic","Time-invariant",4,NA,NA,NA,NA,NA,57
"5500",112842739,"female","september",1939,"original sample",-8,"white","inapplicable","mother not work","yes",4,"march",1961,15,"not applicable","sml props w employees","managerial & technical occ","not applicable","inapplicable","semi,unskilled manua","skilled manual","Time-invariant",4,NA,NA,NA,NA,NA,70
"5501",112871054,"female","august",1955,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,54
"5502",112889328,"female","october",1956,"original sample",-8,"white","inapplicable","inapplicable","yes",3,"september",1974,15,"not applicable","foreman,technicians","skilled manual","routine non-manual employees","skilled non-manual","routine non-manual e","partly skilled occ","Time-invariant",3,NA,NA,NA,NA,NA,53
"5503",112897533,"female","november",1957,"original sample",-8,"white","inapplicable","inapplicable","yes",4,"march",1981,15,"not applicable","semi,unskilled manual workers","partly skilled occ","missing","missing or wild","skilled manual worke","skilled manual","Time-invariant",4,NA,NA,NA,NA,NA,52
"5504",112927548,"female","june",1962,"original sample",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,47
"5505",113045328,"female","april",1949,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"june",1968,15,"not applicable","foreman,technicians","armed forces","agricultural workers","partly skilled occ","service class,lower","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,60
"5506",113588828,"female","august",1961,"original sample",-8,"white","inapplicable","mother not work","yes",6,"december",1978,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","skilled manual worke","skilled manual","Time-invariant",6,NA,NA,NA,NA,NA,48
"5507",113632851,"female","september",1946,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,63
"5508",113642806,"female","february",1955,"original sample",-8,"white","inapplicable","mother not work","yes",2,"june",1973,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","personal service wor","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,54
"5509",113666659,"female","march",1953,"original sample",-8,"white","inapplicable","inapplicable","yes",2,"december",1978,17,"not applicable","sml props w/o employees","managerial & technical occ","service class,lower grade","managerial & technical occ","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,56
"5510",113678517,"female","august",1949,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,60
"5511",113767994,"female","may",1945,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,64
"5512",113785003,"female","april",1963,"original sample",-8,"white","inapplicable","mother not work","yes",2,"january",1991,17,"not applicable","missing","missing or wild","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",2,NA,NA,NA,NA,NA,46
"5513",113800185,"female","january",1936,"original sample",-8,"white","inapplicable","mother not work","yes",3,"july",1958,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","skilled manual worke","skilled manual","Time-invariant",3,NA,NA,NA,NA,NA,73
"5514",114289085,"female","september",1951,"echp - ons",-8,"white","inapplicable","mother not work","yes",3,"march",1979,18,"not applicable","service class,higher grade","professional occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Time-invariant",3,NA,NA,NA,NA,NA,58
"5515",114351295,"female","august",1944,"echp - ons",-8,"white","inapplicable","inapplicable","yes",3,"october",1965,14,"not applicable","routine non-manual employees","skilled non-manual","semi,unskilled manual workers","unskilled occ","skilled manual worke","skilled manual","Time-invariant",3,NA,NA,NA,NA,NA,65
"5516",116008059,"female","june",1939,"wales new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,70
"5517",116029528,"female","july",1948,"wales new sample",-8,"white","inapplicable","inapplicable","yes",5,"not applicable",-8,16,"not applicable","sml props w/o employees","skilled manual","semi,unskilled manual workers","unskilled occ","routine non-manual e","skilled non-manual","Wave 11",5,NA,NA,NA,2,NA,61
"5518",116067322,"female","december",1956,"wales new sample",-8,"white","father deceased","mother not work","yes",3,"not applicable",-8,15,"not applicable","not applicable","inapplicable","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","Wave 11",3,NA,NA,NA,NA,NA,53
"5519",116148217,"female","june",1954,"wales new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,16,"not applicable","semi,unskilled manual workers","unskilled occ","semi,unskilled manual workers","unskilled occ","routine non-manual e","skilled non-manual","No children",0,NA,NA,NA,NA,NA,55
"5520",116498617,"female","august",1953,"wales new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,17,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Wave 11",2,1,NA,NA,NA,NA,56
"5521",116595558,"female","july",1958,"wales new sample",-8,"white","inapplicable","inapplicable","yes",2,"not applicable",-8,17,"not applicable","missing","missing or wild","service class,higher grade","professional occ","agricultural workers","partly skilled occ","Wave 11",2,NA,NA,NA,NA,NA,51
"5522",116754095,"female","november",1948,"wales new sample",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","semi,unskilled manua","unskilled occ","No children",0,NA,NA,NA,NA,NA,61
"5523",116889535,"female","december",1949,"wales new sample",-8,"white","inapplicable","inapplicable","yes",5,"not applicable",-8,18,"not applicable","sml props w/o employees","managerial & technical occ","routine non-manual employees","skilled non-manual","service class,lower","managerial & technic","Wave 11",5,NA,1,NA,NA,NA,60
"5524",116890088,"female","june",1951,"wales new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,58
"5525",116917881,"female","may",1959,"wales new sample",-8,"white","inapplicable","mother not work","no",-8,"not applicable",-8,17,"not applicable","sml props w/o employees","skilled non-manual","not applicable","inapplicable","semi,unskilled manua","partly skilled occ","No children",0,NA,NA,NA,NA,NA,50
"5526",117053058,"female","july",1952,"wales new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,16,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","service class,lower","managerial & technic","Wave 11",2,NA,NA,NA,NA,NA,57
"5527",117070645,"female","june",1950,"wales new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,59
"5528",117185744,"female","september",1940,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","personal service wor","skilled non-manual","Wave 11",2,1,NA,NA,NA,NA,69
"5529",117480851,"female","november",1953,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","routine non-manual e","skilled non-manual","Wave 11",2,NA,NA,NA,NA,NA,56
"5530",117975559,"female","june",1943,"scotland new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,66
"5531",117978299,"female","july",1948,"scotland new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,61
"5532",118076906,"female","december",1961,"scotland new sample",-8,"white","inapplicable","mother not work","yes",3,"not applicable",-8,16,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","routine non-manual e","skilled non-manual","Wave 11",3,1,NA,NA,NA,NA,48
"5533",118116223,"female","december",1955,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",2,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","personal service workers","partly skilled occ","routine non-manual e","skilled non-manual","Wave 11",2,1,NA,NA,NA,NA,54
"5534",118174606,"female","august",1948,"scotland new sample",-8,"white","inapplicable","inapplicable","yes",1,"not applicable",-8,18,"not applicable","foreman,technicians","skilled manual","service class,lower grade","skilled non-manual","foreman,technicians","partly skilled occ","Wave 11",1,NA,NA,NA,NA,NA,61
"5535",118175181,"female","october",1951,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,15,"not applicable","agricultural workers","partly skilled occ","not applicable","inapplicable","personal service wor","skilled non-manual","Wave 11",2,NA,NA,NA,NA,NA,58
"5536",118183648,"female","february",1958,"scotland new sample",-8,"white","inapplicable","mother not work","yes",2,"not applicable",-8,18,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","service class,lower","managerial & technic","Wave 11",2,1,NA,2,NA,NA,51
"5537",118500023,"female","february",1962,"n.i. new sample",-8,"white","father not work","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",2,1,NA,NA,NA,NA,47
"5538",118501704,"female","january",1939,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,14,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","skilled manual","Wave 12",4,NA,1,NA,NA,NA,70
"5539",118502255,"female","february",1934,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","partly skilled occ","not applicable","inapplicable","inapplicable","partly skilled occ","Wave 12",4,NA,NA,NA,NA,NA,75
"5540",118502271,"female","february",1959,"n.i. new sample",-8,"white","father deceased","inapplicable","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","inapplicable","not applicable","skilled non-manual","inapplicable","skilled non-manual","No children",0,NA,NA,NA,NA,NA,50
"5541",118502816,"female","august",1964,"n.i. new sample",6,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",2,NA,NA,NA,NA,NA,45
"5542",118504479,"female","november",1940,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,17,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","unskilled occ","Wave 12",2,1,NA,NA,NA,NA,69
"5543",118505823,"female","march",1948,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","managerial & technical occ","not applicable","partly skilled occ","inapplicable","skilled manual","Wave 12",1,NA,NA,NA,NA,NA,61
"5544",118506684,"female","may",1936,"n.i. new sample",-8,"white","inapplicable","mother deceased","missing or wild",-9,"missing or wild",-9,14,"not applicable","not applicable","partly skilled occ","not applicable","inapplicable","inapplicable","unskilled occ","Wave 12",5,NA,1,NA,NA,NA,73
"5545",118506951,"female","june",1951,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","skilled non-manual","not applicable","skilled non-manual","inapplicable","professional occ","Wave 12",1,NA,NA,NA,NA,NA,58
"5546",118507494,"female","may",1954,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","unskilled occ","not applicable","unskilled occ","inapplicable","partly skilled occ","Wave 12",1,NA,NA,NA,NA,NA,55
"5547",118508059,"female","march",1960,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","partly skilled occ","not applicable","inapplicable","inapplicable","partly skilled occ","No children",0,NA,NA,NA,NA,NA,49
"5548",118508881,"female","february",1937,"n.i. new sample",66,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","skilled manual","not applicable","unskilled occ","inapplicable","managerial & technic","Wave 12",2,1,NA,NA,NA,NA,72
"5549",118509438,"female","september",1956,"n.i. new sample",-8,"white","father deceased","mother not work","missing or wild",-9,"missing or wild",-9,17,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","skilled manual","No children",0,NA,NA,NA,NA,NA,53
"5550",118510258,"female","june",1946,"n.i. new sample",-8,"white","father not work","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","partly skilled occ","Wave 12",4,1,1,NA,NA,NA,63
"5551",118510533,"female","may",1945,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,14,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",4,NA,NA,NA,NA,NA,64
"5552",118511068,"female","february",1946,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","partly skilled occ","not applicable","inapplicable","inapplicable","partly skilled occ","Wave 12",3,1,1,2,NA,NA,63
"5553",118511335,"female","march",1958,"n.i. new sample",-8,"white","father not live","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 12",5,1,1,NA,NA,NA,51
"5554",118514369,"female","february",1943,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","managerial & technic","No children",0,NA,NA,NA,NA,NA,66
"5555",118514938,"female","march",1953,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",2,NA,NA,NA,NA,NA,56
"5556",118515195,"female","august",1962,"n.i. new sample",-8,"white","father not work","mother not live","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",1,NA,NA,NA,NA,NA,47
"5557",118516299,"female","june",1940,"n.i. new sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,69
"5558",118517384,"female","september",1964,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","skilled manual","not applicable","unskilled occ","inapplicable","partly skilled occ","Wave 12",3,NA,1,NA,NA,NA,45
"5559",118518194,"female","june",1959,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","partly skilled occ","Wave 12",1,NA,NA,NA,NA,NA,50
"5560",118519875,"female","june",1946,"n.i. new sample",7,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","skilled non-manual","not applicable","inapplicable","inapplicable","skilled manual","Wave 12",2,NA,NA,NA,NA,NA,63
"5561",118520717,"female","july",1936,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",3,1,1,NA,NA,NA,73
"5562",118522906,"female","march",1961,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","skilled manual","not applicable","unskilled occ","inapplicable","professional occ","Wave 12",3,NA,1,NA,NA,NA,48
"5563",118523716,"female","april",1950,"n.i. new sample",6,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","managerial & technic","Wave 12",4,NA,1,NA,NA,NA,59
"5564",118523961,"female","september",1960,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,-8,"not applicable","not applicable","managerial & technical occ","not applicable","skilled manual","inapplicable","skilled non-manual","Wave 12",1,NA,NA,NA,NA,NA,49
"5565",118524828,"female","april",1946,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","unskilled occ","Wave 12",5,1,NA,NA,NA,NA,63
"5566",118525107,"female","november",1946,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",6,1,1,NA,NA,NA,63
"5567",118526219,"female","december",1938,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","partly skilled occ","not applicable","inapplicable","inapplicable","unskilled occ","No children",0,NA,NA,NA,NA,NA,71
"5568",118527304,"female","september",1937,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,15,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","skilled non-manual","No children",0,NA,NA,NA,NA,NA,72
"5569",118527606,"female","november",1949,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","managerial & technic","Wave 12",2,NA,NA,NA,NA,NA,60
"5570",118528122,"female","november",1937,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,17,"not applicable","not applicable","managerial & technical occ","not applicable","inapplicable","inapplicable","managerial & technic","Wave 12",2,NA,NA,NA,NA,NA,72
"5571",118528939,"female","september",1942,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,16,"not applicable","not applicable","skilled manual","not applicable","inapplicable","inapplicable","skilled non-manual","Wave 12",3,1,1,NA,NA,NA,67
"5572",118529498,"female","july",1939,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,17,"not applicable","not applicable","skilled non-manual","not applicable","inapplicable","inapplicable","managerial & technic","No children",0,NA,NA,NA,NA,NA,70
"5573",118531468,"female","december",1952,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,17,"not applicable","not applicable","skilled manual","not applicable","skilled non-manual","inapplicable","managerial & technic","Wave 12",2,1,NA,NA,NA,NA,57
"5574",118531999,"female","august",1939,"n.i. new sample",-8,"white","inapplicable","inapplicable","missing or wild",-9,"missing or wild",-9,14,"not applicable","not applicable","skilled manual","not applicable","partly skilled occ","inapplicable","partly skilled occ","Wave 12",2,NA,NA,NA,NA,NA,70
"5575",118532278,"female","january",1955,"n.i. new sample",-8,"white","inapplicable","mother not work","missing or wild",-9,"missing or wild",-9,18,"not applicable","not applicable","professional occ","not applicable","inapplicable","inapplicable","managerial & technic","No children",0,NA,NA,NA,NA,NA,54
